Gesture,XposWorld_Joint0,YposWorld_Joint0,ZposWorld_Joint0,XposImage_Joint0,YposImage_Joint0,XrotGlobal_Joint0,YrotGlobal_Joint0,ZrotGlobal_Joint0,XrotLocal_Joint0,YrotLocal_Joint0,ZrotLocal_Joint0,XposWorld_Joint1,YposWorld_Joint1,ZposWorld_Joint1,XposImage_Joint1,YposImage_Joint1,XrotGlobal_Joint1,YrotGlobal_Joint1,ZrotGlobal_Joint1,XrotLocal_Joint1,YrotLocal_Joint1,ZrotLocal_Joint1,XposWorld_Joint2,YposWorld_Joint2,ZposWorld_Joint2,XposImage_Joint2,YposImage_Joint2,XrotGlobal_Joint2,YrotGlobal_Joint2,ZrotGlobal_Joint2,XrotLocal_Joint2,YrotLocal_Joint2,ZrotLocal_Joint2,Foldedness_Joint2,XposWorld_Joint3,YposWorld_Joint3,ZposWorld_Joint3,XposImage_Joint3,YposImage_Joint3,XrotGlobal_Joint3,YrotGlobal_Joint3,ZrotGlobal_Joint3,XrotLocal_Joint3,YrotLocal_Joint3,ZrotLocal_Joint3,XposWorld_Joint4,YposWorld_Joint4,ZposWorld_Joint4,XposImage_Joint4,YposImage_Joint4,XrotGlobal_Joint4,YrotGlobal_Joint4,ZrotGlobal_Joint4,XrotLocal_Joint4,YrotLocal_Joint4,ZrotLocal_Joint4,XposWorld_Joint5,YposWorld_Joint5,ZposWorld_Joint5,XposImage_Joint5,YposImage_Joint5,XrotGlobal_Joint5,YrotGlobal_Joint5,ZrotGlobal_Joint5,XrotLocal_Joint5,YrotLocal_Joint5,ZrotLocal_Joint5,XposWorld_Joint6,YposWorld_Joint6,ZposWorld_Joint6,XposImage_Joint6,YposImage_Joint6,XrotGlobal_Joint6,YrotGlobal_Joint6,ZrotGlobal_Joint6,XrotLocal_Joint6,YrotLocal_Joint6,ZrotLocal_Joint6,Foldedness_Joint6,XposWorld_Joint7,YposWorld_Joint7,ZposWorld_Joint7,XposImage_Joint7,YposImage_Joint7,XrotGlobal_Joint7,YrotGlobal_Joint7,ZrotGlobal_Joint7,XrotLocal_Joint7,YrotLocal_Joint7,ZrotLocal_Joint7,XposWorld_Joint8,YposWorld_Joint8,ZposWorld_Joint8,XposImage_Joint8,YposImage_Joint8,XrotGlobal_Joint8,YrotGlobal_Joint8,ZrotGlobal_Joint8,XrotLocal_Joint8,YrotLocal_Joint8,ZrotLocal_Joint8,XposWorld_Joint9,YposWorld_Joint9,ZposWorld_Joint9,XposImage_Joint9,YposImage_Joint9,XrotGlobal_Joint9,YrotGlobal_Joint9,ZrotGlobal_Joint9,XrotLocal_Joint9,YrotLocal_Joint9,ZrotLocal_Joint9,XposWorld_Joint10,YposWorld_Joint10,ZposWorld_Joint10,XposImage_Joint10,YposImage_Joint10,XrotGlobal_Joint10,YrotGlobal_Joint10,ZrotGlobal_Joint10,XrotLocal_Joint10,YrotLocal_Joint10,ZrotLocal_Joint10,Foldedness_Joint10,XposWorld_Joint11,YposWorld_Joint11,ZposWorld_Joint11,XposImage_Joint11,YposImage_Joint11,XrotGlobal_Joint11,YrotGlobal_Joint11,ZrotGlobal_Joint11,XrotLocal_Joint11,YrotLocal_Joint11,ZrotLocal_Joint11,XposWorld_Joint12,YposWorld_Joint12,ZposWorld_Joint12,XposImage_Joint12,YposImage_Joint12,XrotGlobal_Joint12,YrotGlobal_Joint12,ZrotGlobal_Joint12,XrotLocal_Joint12,YrotLocal_Joint12,ZrotLocal_Joint12,XposWorld_Joint13,YposWorld_Joint13,ZposWorld_Joint13,XposImage_Joint13,YposImage_Joint13,XrotGlobal_Joint13,YrotGlobal_Joint13,ZrotGlobal_Joint13,XrotLocal_Joint13,YrotLocal_Joint13,ZrotLocal_Joint13,XposWorld_Joint14,YposWorld_Joint14,ZposWorld_Joint14,XposImage_Joint14,YposImage_Joint14,XrotGlobal_Joint14,YrotGlobal_Joint14,ZrotGlobal_Joint14,XrotLocal_Joint14,YrotLocal_Joint14,ZrotLocal_Joint14,Foldedness_Joint14,XposWorld_Joint15,YposWorld_Joint15,ZposWorld_Joint15,XposImage_Joint15,YposImage_Joint15,XrotGlobal_Joint15,YrotGlobal_Joint15,ZrotGlobal_Joint15,XrotLocal_Joint15,YrotLocal_Joint15,ZrotLocal_Joint15,XposWorld_Joint16,YposWorld_Joint16,ZposWorld_Joint16,XposImage_Joint16,YposImage_Joint16,XrotGlobal_Joint16,YrotGlobal_Joint16,ZrotGlobal_Joint16,XrotLocal_Joint16,YrotLocal_Joint16,ZrotLocal_Joint16,XposWorld_Joint17,YposWorld_Joint17,ZposWorld_Joint17,XposImage_Joint17,YposImage_Joint17,XrotGlobal_Joint17,YrotGlobal_Joint17,ZrotGlobal_Joint17,XrotLocal_Joint17,YrotLocal_Joint17,ZrotLocal_Joint17,XposWorld_Joint18,YposWorld_Joint18,ZposWorld_Joint18,XposImage_Joint18,YposImage_Joint18,XrotGlobal_Joint18,YrotGlobal_Joint18,ZrotGlobal_Joint18,XrotLocal_Joint18,YrotLocal_Joint18,ZrotLocal_Joint18,Foldedness_Joint18,XposWorld_Joint19,YposWorld_Joint19,ZposWorld_Joint19,XposImage_Joint19,YposImage_Joint19,XrotGlobal_Joint19,YrotGlobal_Joint19,ZrotGlobal_Joint19,XrotLocal_Joint19,YrotLocal_Joint19,ZrotLocal_Joint19,XposWorld_Joint20,YposWorld_Joint20,ZposWorld_Joint20,XposImage_Joint20,YposImage_Joint20,XrotGlobal_Joint20,YrotGlobal_Joint20,ZrotGlobal_Joint20,XrotLocal_Joint20,YrotLocal_Joint20,ZrotLocal_Joint20,XposWorld_Joint21,YposWorld_Joint21,ZposWorld_Joint21,XposImage_Joint21,YposImage_Joint21,XrotGlobal_Joint21,YrotGlobal_Joint21,ZrotGlobal_Joint21,XrotLocal_Joint21,YrotLocal_Joint21,ZrotLocal_Joint21, SDKgesture,deltaThumbTipJointWorld6,deltaThumbTipJointImage6,deltaThumbTipJointWorld7,deltaThumbTipJointImage7,deltaThumbTipJointWorld8,deltaThumbTipJointImage8,deltaThumbTipJointWorld9,deltaThumbTipJointImage9,deltaThumbTipJointWorld10,deltaThumbTipJointImage10,deltaThumbTipJointWorld11,deltaThumbTipJointImage11,deltaThumbTipJointWorld12,deltaThumbTipJointImage12,deltaThumbTipJointWorld13,deltaThumbTipJointImage13,deltaThumbTipJointWorld14,deltaThumbTipJointImage14,deltaThumbTipJointWorld15,deltaThumbTipJointImage15,deltaThumbTipJointWorld16,deltaThumbTipJointImage16,deltaThumbTipJointWorld17,deltaThumbTipJointImage17,deltaThumbTipJointWorld18,deltaThumbTipJointImage18,deltaThumbTipJointWorld19,deltaThumbTipJointImage19,deltaThumbTipJointWorld20,deltaThumbTipJointImage20,deltaThumbTipJointWorld21,deltaThumbTipJointImage21
1,-0.0644654,-0.141567,0.395828,257.584,414.249,0.991025,-0.0523897,-0.0959985,0,0,0,-0.0673995,-0.099677,0.402337,254.558,364.151,0.991025,-0.0523897,-0.0959985,0,0,0,-0.0444043,-0.133982,0.392629,280.17,407.128,0.811789,0.570854,-0.122974,0,0,-0.617601,0,-0.0458623,-0.102888,0.379602,276.677,375.555,0.86835,0.0545191,-0.452403,0.411489,-0.14865,0.426841,-0.0517883,-0.0794758,0.365897,266.499,350.204,0.848265,0.00698597,-0.457142,0.0877548,0,0.00877547,-0.060178,-0.0638206,0.361062,254.096,331.794,0.843928,-0.113444,-0.489969,-0.0119022,0.0017926,0.14773,-0.0422615,-0.0581362,0.402688,283.521,316.765,0.985119,0.120073,-0.107862,0,0,-0.173225,100,-0.0392482,-0.0256382,0.399247,286.312,278.794,0.991712,0.0451037,-0.109849,0.115225,0.00730712,0.0628657,-0.0388009,-0.0104539,0.395011,286.799,260.179,0.986182,0.0376274,-0.11263,0.0671331,0,0,-0.0375609,0.00438792,0.390874,287.145,242.993,0.984456,0.036036,-0.113149,0.0140964,0,0,-0.0705878,-0.0609133,0.408511,251.777,318.101,0.991025,-0.0523897,-0.0959985,0,0,0,0,-0.0763926,-0.0580972,0.37284,236.217,321.224,-0.741964,0.132905,-0.00490062,0.721265,0.0314422,0.0301355,-0.0755031,-0.0768949,0.363413,235.502,347.392,-0.205332,0.103902,-0.0830193,0.595016,0,0,-0.0723468,-0.0895101,0.370402,241.238,361.625,0.242485,0.0567445,-0.120282,0.440227,0,0,-0.0933793,-0.068753,0.412276,226.67,326.724,0.971338,-0.203416,-0.0831063,0,0,0.153017,7,-0.0994659,-0.0624025,0.377895,209.701,325.788,-0.768779,0.0233598,0.120967,0.656572,-0.183378,-0.19681,-0.103386,-0.0744894,0.364698,200,343.93,-0.411033,0.0745523,0.098085,0.443195,0,0,-0.10537,-0.0910996,0.367639,199.226,363.556,0.0788231,0.112778,0.0495964,0.485175,0,0,-0.118582,-0.0892313,0.41478,199.659,348.595,0.909659,-0.396733,-0.0629312,0,0,0.350821,0,-0.112959,-0.0889203,0.38579,196.582,355.138,-0.636079,0.220382,-0.351985,0.812307,0.0789197,-0.0556177,-0.104145,-0.0951438,0.377683,204.633,365.222,-0.297234,0.0488646,-0.4124,0.427259,0,0,-0.0957171,-0.102899,0.3796,215.454,374.281,0.0880843,-0.127436,-0.395249,0.416721,0,0,5spreadfingers,0.018796632,33.04090595,0.043542533,62.02314613,0.057489,78.72861255,0.071860528,94.75153826,0.01080816,13.88798077,0.017195074,20.7697747,0.020144379,24.27003173,0.02842587,32.48409957,0.03356568,27.89068619,0.039313485,44.79942032,0.044505669,55.44059624,0.052786937,63.39985445,0.063692471,56.97069922,0.058445093,62.07094757,0.053983701,59.69940999,0.052821861,57.43125746
3,-0.0460204,-0.138844,0.399045,279.118,410.124,0.995396,-0.0577457,-0.0114395,0,0,0,-0.04982,-0.0970261,0.39243,273.105,364.687,0.995396,-0.0577457,-0.0114395,0,0,0,-0.0270682,-0.131956,0.397563,301.754,403.151,0.813132,0.577031,0.0383409,0,0,-0.624986,100,-0.00158566,-0.11315,0.384489,331.286,386.996,0.880199,0.408,-0.0576237,0.182132,0.028287,0.188988,0.0207924,-0.097107,0.37721,359.033,369.803,0.89751,0.422911,-0.00351212,-0.124342,0,-0.0124342,0.0294382,-0.0848413,0.366223,371.397,357.131,0.921983,0.267619,-0.113912,0.161486,-0.0243215,0.16306,-0.0258536,-0.0588594,0.385531,301.98,320.174,0.990063,0.117996,0.00202385,0,0,-0.175652,100,-0.0172777,-0.0273146,0.376732,311.161,282.289,0.993204,0.102928,0.00317263,-0.0224153,-0.00033984,0.0151555,-0.0157825,-0.0100114,0.379147,313.886,260.544,0.985583,0.102848,-0.00514748,0.0807335,0,0,-0.00986743,0.00181692,0.365827,320.232,245.242,0.976923,0.102422,-0.0106789,0.0538549,0,0,-0.0536631,-0.0607964,0.386424,267.467,322.085,0.995396,-0.0577457,-0.0114395,0,0,0,100,-0.0590324,-0.0244899,0.380225,259.748,278.299,0.994035,-0.0788905,-0.0131432,-0.00123417,-2.63E-05,0.021272,-0.0618808,-0.00444138,0.373471,254.556,253.145,0.9862,-0.0796278,-0.00747458,0.0714292,0,0,-0.0639203,0.00950554,0.367055,250.457,235.353,0.977036,-0.0799136,-0.00320568,0.0534764,0,0,-0.0763147,-0.0687507,0.388226,240.217,331.297,0.97438,-0.211498,-0.023037,0,0,0.155166,22,-0.0878164,-0.0417753,0.367739,220.56,301.86,0.937726,-0.187153,0.0214248,0.224826,-0.00559841,-0.0242556,-0.0850854,-0.0528251,0.352519,219.865,318.249,-0.451087,0.116235,-0.148238,0.711645,0,0,-0.0792031,-0.0678436,0.352485,227.727,338.972,0.00220912,0.0347455,-0.185143,0.461307,0,0,-0.101025,-0.0883575,0.391981,212.058,353.78,0.909815,-0.407904,-0.0375855,0,0,0.355569,55,-0.0986567,-0.057851,0.391282,214.539,317.629,0.999694,0.0168489,-0.00552479,-0.0538014,0.0243905,-0.423389,-0.0983666,-0.0574096,0.377092,210.492,319.241,-0.76274,-0.00954044,0.0149462,0.633309,0,0,-0.0987955,-0.066495,0.368926,207.083,332.806,-0.415815,-0.00228641,0.0175835,0.424866,0,0,vv_sign,0.06109208,78.6418447,0.074105982,96.0713311,0.087432406,112.4124712,0.095155555,123.0325386,0.086510018,109.6798387,0.107094998,136.6747359,0.121668841,156.4126193,0.132729559,171.6285666,0.106970011,133.6996184,0.124913256,160.6445891,0.118914642,156.4409056,0.109962966,144.8130456,0.130510575,159.3742329,0.130907523,161.755495,0.130715588,165.3059924,0.129539448,166.1047748
4,-0.0466295,-0.118985,0.391659,277.444,390.902,0.994444,0.0739357,-0.0706889,0,0,0,-0.0408305,-0.0782609,0.387686,283.369,343.272,0.994444,0.0739357,-0.0706889,0,0,0,-0.0263553,-0.117768,0.388292,301.354,390.211,0.730921,0.678336,-0.0397187,0,0,-0.62403,4,-0.0186334,-0.0916457,0.368321,309.398,365.643,0.859461,0.246508,-0.396049,0.357055,-0.129197,0.419688,-0.0118313,-0.0673819,0.3531,317.086,338.907,0.855624,0.236878,-0.401286,0.0198788,-4.66E-10,0.0019879,-0.018517,-0.054774,0.339979,307.505,324.811,0.822783,0.029165,-0.487865,0.166705,-0.0251076,0.163449,-0.00869345,-0.046725,0.380002,322.778,306.18,0.966075,0.247153,-0.0652337,0,0,-0.175337,92,0.00484813,-0.0156102,0.380389,339.687,267.524,0.974046,0.218877,-0.0543355,-0.0554794,-0.0018098,0.0325534,0.00933211,-0.0035674,0.369115,345.434,252.655,0.920306,0.186448,-0.126874,0.346819,0,0,0.0128016,0.00702017,0.358287,350.675,238.909,0.911886,0.183164,-0.131571,0.0254111,0,0,-0.0361964,-0.0416281,0.384073,288.864,299.096,0.994444,0.0739357,-0.0706889,0,0,0,100,-0.0341445,-0.00448426,0.380185,290.358,253.822,0.990213,0.0235805,-0.074265,0.0943453,0.0041192,0.0434244,-0.0337195,0.0160016,0.375479,290.573,227.27,0.989513,0.0231419,-0.0744028,0.0059007,0,0,-0.0333522,0.030588,0.37118,290.46,208.104,0.989513,0.0231419,-0.0744028,0,0,0,-0.0595273,-0.0438176,0.388068,260.51,301.174,0.993895,-0.0809827,-0.0736874,0,0,0.154887,100,-0.0632201,-0.00934458,0.381496,254.273,259.259,0.988114,-0.054943,-0.0674934,0.111065,-0.003783,-0.0338305,-0.0654941,0.0081601,0.376094,250.281,237.905,0.978036,-0.0591309,-0.0638563,0.0637019,0,0,-0.0677309,0.0228479,0.370757,246.396,218.104,0.976099,-0.0597644,-0.0632637,0.00996747,0,0,-0.0873466,-0.0572055,0.393567,228.182,316.028,0.955934,-0.283859,-0.0749125,0,0,0.354953,84,-0.104887,-0.0333993,0.387123,205.087,288.475,0.952374,-0.262539,-0.0566341,0.143378,-0.0242654,-0.0302913,-0.111617,-0.0208367,0.381716,195.425,273.509,0.932285,-0.266994,-0.0291245,0.103622,0,0,-0.120744,-0.0143101,0.379077,183.646,265.312,0.919608,-0.268083,-0.0163017,0.0479011,0,0,5spreadfingers,0.012699942,24.09105,0.045604085,65.70754518,0.058289697,81.5174667,0.069277515,96.13949503,0.022031248,31.76079511,0.052661909,73.03052601,0.072389927,98.99969346,0.086641527,117.9451393,0.042448644,52.60454157,0.063735385,84.44353455,0.078533743,104.0540197,0.091908472,122.96623,0.068872535,79.8077654,0.088975585,108.6726811,0.099092635,123.2632208,0.109944016,137.4088166
5,-0.0444805,-0.117411,0.395132,280.652,387.181,0.998591,0.0390384,-0.0266287,0,0,0,-0.0388292,-0.0758709,0.39257,286.587,339.451,0.998591,0.0390384,-0.0266287,0,0,0,-0.0241706,-0.115028,0.393509,304.746,385.464,0.756955,0.652478,-0.00579157,0,0,-0.622813,100,0.010675,-0.104394,0.38614,346.861,375.975,0.804541,0.582275,-0.0165116,0.06647,0.0470231,0.0841049,0.0369712,-0.0961017,0.379316,379.752,367.217,0.80426,0.58181,-0.0193189,0.00472748,0,0.000472745,0.0478669,-0.0834517,0.377182,393.617,352.571,0.885125,0.46119,0.0192477,-0.0784169,0.0118104,0.140616,-0.00643814,-0.0436597,0.388387,325.868,301.302,0.976363,0.213126,-0.0219931,0,0,-0.174936,100,0.00714874,-0.0138533,0.375908,342.009,265.734,0.961145,0.206091,-0.053776,0.151044,0.000197558,0.00129294,0.0132093,0.00028999,0.369669,350.487,247.05,0.961145,0.206091,-0.053776,0,0,0,0.0190902,0.0139755,0.363896,358.431,229.55,0.961145,0.206091,-0.053776,0,0,0,-0.0334804,-0.0389932,0.390221,292.1,295.112,0.998591,0.0390384,-0.0266287,0,0,0,100,-0.031102,-0.00210465,0.382029,294.722,250.064,0.994357,0.0491002,-0.0295922,0.0649696,-0.000773216,-0.0118752,-0.0291334,0.020021,0.377251,296.305,222.882,0.994357,0.0491002,-0.0295922,0,0,0,-0.028106,0.0347154,0.373838,297.46,203.041,0.994357,0.0491002,-0.0295922,0,0,0,-0.05764,-0.0409478,0.392144,263.555,297.826,0.992628,-0.115745,-0.0300411,0,0,0.154532,100,-0.0589393,-0.00538199,0.385234,260.102,254.578,0.99532,-0.00855947,-0.0271755,0.0691181,-0.0075937,-0.108944,-0.0599317,0.0130704,0.381238,258.176,231.944,0.99532,-0.00855947,-0.0271755,0,0,0,-0.0609574,0.0295825,0.377405,256.341,210.992,0.991876,-0.00942023,-0.0268893,0.0318337,0,0,-0.0859325,-0.0548649,0.394963,230.584,313.461,0.94769,-0.317162,-0.0334565,0,0,0.354169,89,-0.10136,-0.0300405,0.386563,209.108,284.288,0.957018,-0.256826,-0.017942,0.116871,-0.0239617,-0.0643706,-0.109393,-0.0184388,0.382704,198.924,270.455,0.957018,-0.256826,-0.017942,0,0,0,-0.115807,-0.00865579,0.379299,189.767,258.015,0.957018,-0.256826,-0.017942,0,0,0,5spreadfingers,0.067323403,84.96138748,0.080634396,101.015099,0.090630127,113.9950803,0.101588177,127.9539802,0.092703514,116.6500663,0.113372967,142.4356208,0.128979246,162.138404,0.140482544,177.779047,0.113746593,141.1139216,0.132296803,165.6166757,0.14469642,181.3701674,0.156905891,197.2037358,0.136819167,167.6584361,0.158497394,196.7387587,0.170168603,211.3016841,0.179954366,224.7123932
7,-0.0212938,-0.159172,0.396737,308.747,434.883,0.994731,0.0474333,0.0662612,0,0,0,-0.0178719,-0.116583,0.401875,312.562,384.816,0.994731,0.0474333,0.0662612,0,0,0,-0.000850231,-0.15514,0.400431,332.307,428.172,0.77202,0.629067,0.0163536,0,0,-0.59404,0,0.000839717,-0.126577,0.384174,334.812,402.42,0.87864,0.131624,-0.406637,0.500843,-0.182625,0.418236,-0.00152868,-0.104272,0.367878,331.907,381.622,0.856047,0.0847468,-0.419149,0.0936157,-1.87E-09,0.00936157,-0.0106042,-0.0909807,0.359445,319.836,367.575,0.786413,-0.12068,-0.490702,0.167924,-0.0252913,0.163539,0.0112903,-0.081,0.410676,346.87,341.517,0.973144,0.211497,0.0550467,0,0,-0.165591,88,0.0201536,-0.0494885,0.416614,356.046,304.632,0.983352,0.145323,0.062783,-0.0209835,-0.00139215,0.0661849,0.0248528,-0.036453,0.408062,362.56,290.639,0.954119,0.158048,0.00901817,0.343655,0,0,0.0293317,-0.0256225,0.399403,368.758,278.135,0.943407,0.15828,0.00280704,0.039255,0,0,-0.0145037,-0.0776324,0.40672,316.072,338.748,0.994731,0.0474333,0.0662612,0,0,0,100,-0.0153867,-0.0417441,0.409527,315.986,296.415,0.995781,0.00391494,0.068916,-0.00121322,-5.30E-05,0.0436194,-0.0134967,-0.0217208,0.405028,317.009,273.05,0.995017,0.0130073,0.0677905,0.132435,0,0,-0.0124932,-0.00722012,0.400326,318.007,256.545,0.989529,0.0167293,0.0669692,0.0551966,0,0,-0.0373255,-0.0812782,0.402728,289.66,343.366,0.990972,-0.0985655,0.0746459,0,0,0.146259,10,-0.0261609,-0.0600998,0.377808,300.836,323.947,0.899027,0.178972,-0.0295217,0.452015,-0.12637,-0.237749,-0.0267067,-0.0700743,0.362785,298.034,339.229,-0.461288,-0.122583,0.133701,0.617274,0,0,-0.0320244,-0.0845138,0.361173,291.271,358.851,-0.00343948,-0.0461591,0.175419,0.465978,0,0,-0.0630902,-0.094888,0.396988,258.059,360.492,0.952886,-0.289395,0.083302,0,0,0.335843,87,-0.0695626,-0.0676837,0.397029,250.816,328.003,0.991993,-0.0988908,0.0772714,0.0636212,-0.0166833,-0.188863,-0.0714995,-0.0546552,0.394378,247.584,313.765,0.985737,-0.0907668,0.0866697,0.0988649,0,0,-0.0734757,-0.044355,0.391913,244.702,301.092,0.98491,-0.0901447,0.0873166,0.0071513,0,0,5spreadfingers,0.024062076,37.54805614,0.051649249,72.61532448,0.065042055,88.00277423,0.07659354,101.9454545,0.013906229,29.07169801,0.049468324,71.264073,0.069320273,94.56726471,0.083781878,111.0450636,0.028428267,38.68677625,0.034578041,47.58573719,0.026388787,35.76063366,0.022375115,29.8674974,0.052631238,62.18172254,0.063394346,79.55943429,0.070906837,90.08811023,0.078273759,100.3250081
8,-0.0373429,-0.159439,0.394751,289.983,435.883,0.994063,0.0449745,-0.0157549,0,0,0,-0.0324736,-0.117828,0.402809,295.067,385.089,0.994063,0.0449745,-0.0157549,0,0,0,-0.0169394,-0.155756,0.394976,313.997,431.696,0.761049,0.641084,-0.0720693,0,0,-0.609028,0,-0.0175962,-0.129534,0.375325,311.635,409.717,0.834195,0.12547,-0.451331,0.558473,-0.088284,0.387643,-0.0189966,-0.107861,0.358255,308.543,389.447,0.829788,0.117184,-0.453667,0.0154658,-2.33E-10,0.00154658,-0.0281427,-0.0947018,0.349816,295.558,375.06,0.759564,-0.0937333,-0.532345,0.174839,-0.0263326,0.164045,-0.00167307,-0.0832585,0.408864,331.122,344.521,0.971855,0.213733,-0.0321952,0,0,-0.170428,63,5.79E-05,-0.050785,0.39929,333.076,308.833,0.989833,0.0232488,-0.0200533,0.231257,0.0442408,0.182615,5.86E-05,-0.0387147,0.387946,333.86,295.425,0.936267,0.0183542,-0.0246123,0.216563,0,0,5.58E-05,-0.0394997,0.372259,333.799,298.563,-0.692429,-0.00588775,0.0301327,0.432986,0,0,-0.029335,-0.0801023,0.410189,299.548,340.319,0.994063,0.0449745,-0.0157549,0,0,0,18,-0.0293534,-0.0649013,0.377634,296.994,329.282,-0.850576,0.00571459,0.0100721,0.606347,0.0264737,0.0346669,-0.028721,-0.0747011,0.358858,295.249,346.612,-0.52443,0.00962504,0.00643915,0.448513,0,0,-0.0292256,-0.0890702,0.354548,294.786,366.716,-0.15666,0.0113612,0.00224215,0.384594,0,0,-0.0527859,-0.0837539,0.410067,272.871,344.098,0.989505,-0.105186,-0.000849901,0,0,0.150541,83,-0.0564998,-0.051213,0.401142,266.44,308.362,0.989088,-0.0709044,0.0122068,0.226552,-0.00762858,-0.0327774,-0.0586933,-0.036131,0.393637,262.816,291.064,0.97393,-0.0695545,0.0184014,0.0880344,0,0,-0.0592312,-0.0261688,0.381284,259.299,280.331,0.904544,-0.0639437,0.0329793,0.215825,0,0,-0.0796951,-0.0977139,0.407924,241.405,360.407,0.948437,-0.301084,0.0189947,0,0,0.345342,91,-0.0933743,-0.0739791,0.411779,226.007,332.162,0.961937,-0.263695,0.00300088,0.0214783,-0.0194946,-0.0405953,-0.100153,-0.0625013,0.411067,218.47,319.689,0.964393,-0.262217,0.0280408,0.0950096,0,0,-0.105814,-0.0527018,0.409366,211.623,308.909,0.962404,-0.260621,0.040254,0.0466933,0,0,5spreadfingers,0.02883731,46.87673855,0.052191554,76.11580554,0.062688669,88.36728144,0.061987298,85.5228922,0.014648105,34.9693749,0.029825083,45.80051725,0.020009059,28.44967812,0.00573477,8.379637224,0.026965604,38.38418181,0.05191725,72.77692717,0.066059653,90.15190835,0.07525468,101.4312502,0.05164032,56.10042618,0.068444079,81.71646104,0.078881909,94.91315707,0.088299665,106.8692614
A,-0.0396626,-0.129182,0.354702,281.119,417.522,0.994194,-0.0648985,0.052158,0,0,0,-0.0444987,-0.087896,0.348725,273.715,366.161,0.994194,-0.0648985,0.052158,0,0,0,-0.0206108,-0.119875,0.355822,306.655,405.825,0.832786,0.546901,0.0826872,0,0,-0.602208,97,-0.0102106,-0.0917045,0.341262,319.706,374.416,0.946576,0.193183,-0.170439,0.248945,-0.118571,0.376763,0.00134463,-0.0668331,0.334694,335.63,342.041,0.960344,0.222474,-0.144754,-1.15E-01,0.00E+00,-0.0115412,0.00484352,-0.0480962,0.333235,340.035,316.299,0.985951,8.62E-02,-0.140661,-0.0403339,0.00607473,0.144773,-0.0211432,-0.0448174,0.345782,304.618,309.933,0.990943,0.103269,0.0628808,0,0,-0.168219,6,-0.0220057,-0.0283647,0.316855,300.65,290.305,0.869037,-0.0812511,0.0913782,0.409746,0.0901583,0.195067,-0.0175263,-0.0418352,0.307724,306.121,312.502,-0.282141,-0.00631179,-0.122114,0.702172,0,0,-0.0152611,-0.0552975,0.313676,310.493,331.691,0.190365,-0.0621199,-0.105323,0.462887,0,0,-0.048521,-0.0482222,0.342927,266.285,314.626,0.994194,-0.0648985,0.052158,0,0,0,11,-0.0459907,-0.0244057,0.316385,264.166,284.225,0.91705,-0.00186404,0.0590888,0.333305,-0.0145524,-0.0411203,-0.0434879,-0.0406688,0.302907,265.189,311.24,-0.337006,-0.0419435,-0.0416617,0.731354,0,0,-0.0436064,-0.054393,0.307569,266.351,331.914,0.153657,-0.0567645,-0.0165151,0.478462,0,0,-0.0709975,-0.056971,0.341471,235.463,326.687,0.973515,-0.211901,0.0414511,0,0,0.148586,32,-0.065579,-0.02373,0.333952,240.806,281.575,0.989779,0.0684244,0.0572009,0.0489036,-0.0140644,-0.276034,-0.0635916,-0.0292182,0.316723,238.852,291.648,-0.593642,-0.0884994,0.0110315,0.731354,0,0,-0.0648219,-0.0447423,0.312166,235.662,315.638,-0.136474,-0.0723204,0.0521881,0.480373,0,0,-0.095726,-0.0772371,0.34132,202.643,353.818,0.912472,-0.400036,0.025788,0,0,0.341007,46,-0.0906715,-0.0487129,0.338172,207.236,315.053,0.994439,0.0672271,0.0575616,-0.00455771,-0.00146096,-0.462394,-0.0891834,-0.0488766,0.324607,204.924,318.443,-0.703229,-0.0884827,0.00190478,0.666588,0,0,-0.0895056,-0.0587899,0.31757,201.831,334.378,-0.304161,-0.0778783,0.042045,0.45602,0,0,fistflat_ofull_pinch,0.02619275,35.98457788,0.033319855,47.18968384,0.023229485,34.12589347,0.021355432,33.31131081,0.053364669,73.76897335,0.056083489,82.37018051,0.048898798,75.01677944,0.048857389,75.32038291,0.076358512,105.0866962,0.074518743,105.1292092,0.070991158,104.1425527,0.069746107,104.3750931,0.104706353,142.4227405,0.095517011,132.8048452,0.094030159,135.1280099,0.094953208,139.381476
